Period,PracticeId,Locality,Street,Area,Posttown,County,Postcode,lat,long,PsuPracticeCode,ClusterID,0Period
202006.0,W94042,,BODNANT,WATER STREET,PENYGROES,GWYNEDD,LL54 6LU,53.01643928571429,-4.2483,,,
202006.0,W94043,,THE SURGERY,GWALCHMAI,HOLYHEAD,YNYS MON,LL65 4RS,53.28968620689656,-4.534455172413793,,,
202006.0,W94046,,MEDDYGFA GYFFIN,WOODLANDS,GYFFIN,CONWY,LL32 8LT,53.22179,-3.843480000000001,,,
202006.0,W94633,,MEDDYGFA STAR SURGERY,STAR,GAERWEN,YNYS MON,LL60 6AH,53.22316666666666,-4.282666666666667,,,
202006.0,W98001,,PONTARDAWE PRIMARY CARE CENTRE,TAWE TERRACE,PONTARDAWE SWANSEA,WEST GLAMORGAN,SA8 4JU,51.72245,-3.8458625,,,
202006.0,W00110,,LLANGOLLEN HEALTH CENTRE,REGENT STREET,LLANGOLLEN,DENBIGHSHIRE,LL20 8HL,52.955846666666666,-3.16774,,,
202006.0,W93018,,ISCA MEDICAL CENTRE,CADOC HOUSE HIGH STREET,CAERLEON,GWENT,NP18 1AZ,51.6084,-2.9435,,,
202006.0,W93022,,TOWN GATE PRACTICE,CHEPSTOW COMMUNITY HOSPITAL,TEMPEST WAY CHEPSTOW,GWENT,NP16 5XP,51.6409,-2.6768,,,
202006.0,W93037,,THE SURGERY JAMES HOUSE,MARYPORT STREET,USK,GWENT,NP15 1AB,51.7035,-2.9033,,,
202006.0,W95006,,CALFARIA SURGERY,REGENT STREET,TREORCHY RHONDDA,MID GLAMORGAN,CF42 6PR,51.66798333333333,-3.5247833333333336,,,
202006.0,W95007,,PORTH FARM SURGERY,PORTH STREET,PORTH RHONDDA,MID GLAMORGAN,CF39 9RR,51.5988125,-3.447975,,,
202006.0,W95015,,HOREB SURGERY,HOREB STREET,TREORCHY RHONDDA,MID GLAMORGAN,CF42 6RU,51.66798333333333,-3.5247833333333336,,,
202006.0,W95019,,TYLORSTOWN SURGERY,FERNDALE ROAD TYLORSTOWN,TYLORSTOWN RHONDDA,MID GLAMORGAN,CF43 3HB,51.66792,-3.4671,,,
202006.0,W95016,,CWMAMAN SURGERY,6-14 GLANAMAN ROAD,CWMAMAN  ABERDARE,MID GLAMORGAN,CF44 6HY,51.7327125,-3.48293125,,,
202006.0,W95025,,OLD SCHOOL SURGERY,SCHOOL STREET,PONTYCLUN,MID GLAMORGAN,CF72 9AA,51.53014615384616,-3.408415384615384,,,
202006.0,W97063,,4 CORPORATION ROAD,GRANGETOWN,CARDIFF,SOUTH GLAMORGAN,CF11 7AT,51.48,-3.18,,,
202006.0,W95292,,CWM GWYRDD MEDICAL CENTRE,HIGH STREET,GILFACH GOCH,MID GLAMORGAN,CF39 8SX,51.5988125,-3.447975,,,
202006.0,W92053,,TREGARON SURGERY,SALOP HOUSE,TREGARON CEREDIGION,DYFED,SY25 6HA,52.25277692307692,-3.929376923076923,,,
202006.0,W92060,,NARBERTH & CLARBESTON RD PRACT,HEALTH CENTRE NORTHFIELD ROAD,NARBERTH PEMBROKESHIRE,DYFED,SA67 7AA,51.78253684210527,-4.7388315789473685,,,
202006.0,W92061,,MEDDYGFA WDIG,MAIN STREET,GOODWICK,PEMBROKESHIRE DYFED,SA64 0BN,52.00471666666667,-5.010066666666666,,,
202006.0,W92063,,MEDDYGFA TYWI,STATION ROAD,NANTGAREDIG CARMARTHENSHIRE,DYFED,SA32 7LG,51.89156,-4.16407,,,
202006.0,W92064,,NEWPORT SURGERY,LONG STREET,NEWPORT PEMBROKESHIRE,DYFED,SA42 0TJ,52.0168,-4.842714285714286,,,
202006.0,W92065,,ASHLEIGH SURGERY,NAPIER STREET,CARDIGAN CEREDIGION,DYFED,SA43 1ED,52.07603076923077,-4.6376,,,
202006.0,W92610,,AMMAN VALLEY MEDICAL PRACTICE,GRAIG ROAD SURGERY,GWAUN CAE GURWEN,CARMARTHENSHIRE DYFED,SA18 1EG,51.791845,-3.966785,,,
202006.0,W91043,,THE MEDICAL CENTRE,HIGH STREET,RUABON WREXHAM,CLWYD,LL14 6NH,52.98906111111111,-3.0515166666666667,,,
202006.0,W91044,,LEESWOOD SURGERY,QUEEN STREET,LEESWOOD MOLD,FLINTSHIRE,CH7 4RQ,53.17209696969697,-3.163118181818182,,,
202006.0,W91050,,16 WYNN AVENUE,OLD COLWYN,COLWYN BAY,CLWYD,LL29 9RF,53.283275,-3.6966,,,
202006.0,W98007,,FFORESTFACH MEDICAL GROUP,118 RAVENHILL ROAD,FFORESTFACH,SWANSEA,SA5 5AA,51.64667142857143,-3.9853857142857145,,,
202006.0,W98032,,FAIRFIELD MEDICAL CENTRE,PORT TALBOT RESOURCE CENTRE,MOOR ROAD NEATH,PORT TALBOT,SA12 7BJ,51.61181666666667,-3.7703,,,
202006.0,W98033,,THE MUMBLES MEDICAL PRACTICE,10 WEST CROSS AVENUE,NORTON SWANSEA,WEST GLAMORGAN,SA3 5UA,51.59142222222222,-4.136385185185185,,,
202006.0,W98035,,RIVERSIDE SURGERY,PORT TALBOT RESOURCE CENTRE,MOOR ROAD NEATH PORT TALBOT,WEST GLAMORGAN,SA12 7BJ,51.61181666666667,-3.7703,,,
202006.0,W98041,,KINGS SURGERY,PORT TALBOT RESOURCE CENTRE,MOOR ROAD NEATH,PORT TALBOT,SA12 7BJ,51.61181666666667,-3.7703,,,
202006.0,W98049,,UPLANDS & MUMBLES SURGERY,48 SKETTY ROAD,UPLANDS SWANSEA,WEST GLAMORGAN,SA2 0LJ,51.61628,-4.04254,,,
202006.0,W98610,,COCKETT SURGERY,4 LON TEIFY,COCKETT SWANSEA,WEST GLAMORGAN,SA2 0YB,51.61628,-4.04254,,,
202006.0,W98619,,LLYSMEDDYG SURGERY,DEW ROAD SANDFIELD ESTATE,NEATH  PORT TALBOT,WEST GLAMORGAN,SA12 7HE,51.61181666666667,-3.7703,,,
202006.0,W98627,,CWMAVON HEALTH CENTRE,PENLLYN CWMAVON,PORT TALBOT,WEST GLAMORGAN,SA12 9PY,51.61181666666667,-3.7703,,,
202006.0,W95009,,LLYNFI SURGERY,LLYNFI ROAD,MAESTEG BRIDGEND,MID GLAMORGAN,CF34 9DT,51.6030625,-3.6485,,,
202006.0,W95010,,OAK TREE SURGERY,WHITETHORN DRIVE,BRACKLA BRIDGEND,MID GLAMORGAN,CF31 2PQ,51.507666666666665,-3.577733333333333,,,
202006.0,W95018,,THE MEDICAL CENTRE,HEOL YR ONNEN,PENCOED BRIDGEND,MID GLAMORGAN,CF35 5PF,51.518684615384615,-3.5275461538461537,,,
202006.0,W95041,,THE PORTWAY SURGERY,1 THE PORTWAY,PORTHCAWL BRIDGEND,MID GLAMORGAN,CF36 3XB,51.48453333333333,-3.6951,,,
202006.0,W95052,,NANTYFFYLLON SURGERY,77 HIGH STREET,NANTYFFYLLON MAESTEG BRIDGEND,MID GLAMORGAN,CF34 0BT,51.6030625,-3.6485,,,
202006.0,W95069,,NEWCASTLE SURGERY,LLANGEWYDD ROAD,CEFN GLAS BRIDGEND,MID GLAMORGAN,CF31 4XX,51.507666666666665,-3.577733333333333,,,
202006.0,W95645,,NANTYMOEL SURGERY,OGWY STREET,NANTYMOEL BRIDGEND,MID GLAMORGAN,CF32 7NA,51.536704166666674,-3.5931333333333337,,,
202006.0,W98785,,ALFRED ST. PRIMARY CARE CENTRE,12-14 ALFRED STREET,NEATH PORT TALBOT,WEST GLAMORGAN,SA11 1EF,51.70800714285714,-3.694407142857143,,,
202006.0,W93071,,APARAJITA SURGERY,68 WORCESTER STREET,BRYNMAWR,GWENT,NP23 4EY,51.7771,-3.2079,,,
202006.0,W93643,,WYE DEAN PRACTICE,TINTERN SURGERY,THE OLD POLICE STATION TINTERN,CHEPSTOW GWENT,NP16 6SE,51.6409,-2.6768,,,
202006.0,W95004,,PONT NEWYDD MEDICAL CENTRE,ABERRHONDDA ROAD,PORTH RHONDDA CYNON TAF,MID GLAMORGAN,CF39 0LD,51.5988125,-3.447975,,,
202006.0,W95072,,PONTCAE MEDICAL PRACTICE,DYNEVOR STREET,GEORGETOWN MERTHYR TYDFIL,MID GLAMORGAN,CF48 1YE,51.73028000000001,-3.37198,,,
202006.0,W97029,,SALTMEAD MEDICAL CENTRE,107 CLARE ROAD,GRANGETOWN CARDIFF,SOUTH GLAMORGAN,CF11 6QQ,51.48,-3.18,,,
202006.0,W97041,,CRWYS MEDICAL CENTRE,WEDAL ROAD,HEATH CARDIFF,SOUTH GLAMORGAN,CF14 3QX,51.5199,-3.204,,,
202006.0,W92019,,LLYNYFRAN SURGERY,LLYNYFRAN ROAD,LLANDYSUL CEREDIGION,DYFED,SA44 4JX,52.04620222222222,-4.363104444444445,,,
202006.0,W92023,,MEDDYGFA TAF,NORTH ROAD,WHITLAND CARMARTHENSHIRE,DYFED,SA34 0AJ,51.86775714285714,-4.620142857142857,,,
202006.0,W92046,,COALBROOK SURGERY,COALBROOK ROAD,PONTYBEREM CARMARTHENSHIRE,DYFED,SA15 5HU,51.74003,-4.187250000000001,,,
202006.0,W91022,,PLAS Y BRYN MEDICAL CENTRE,CHAPEL STREET,WREXHAM,CLWYD,LL13 7DE,52.9917619047619,-2.9116809523809524,,,
202006.0,W94017,,THE SURGERY,CAE HETI,LLANBERIS,GWYNEDD,LL55 4SU,53.12915357142857,-4.195053571428572,,,
202006.0,W98016,,ST. THOMAS SURGERY,YSGOL STREET,ST. THOMAS SWANSEA,WEST GLAMORGAN,SA1 8LH,51.63398,-3.94848,,,
202006.0,W98039,,CLASE SURGERY,88 MYNYDD GARNLWYD ROAD,CLASE SWANSEA,WEST GLAMORGAN,SA6 7NZ,51.6766,-3.9147,,,
202006.0,W95031,,CWM GARW PRACTICE,VICTORIA STREET,PONTYCYMMER BRIDGEND,MID GLAMORGAN,CF32 8NN,51.536704166666674,-3.5931333333333337,,,
202006.0,W95065,,OAKFIELD SURGERY,OAKFIELD STREET,YSTRAD MYNACH HENGOED,MID GLAMORGAN,CF82 7WX,51.648316666666666,-3.2390666666666665,,,
202006.0,W00117,,HOME ENHANCED CARE SERVICE,ROYAL ALEXANDRA HOSPITAL,MARINE DRIVE,RHYL,LL18 3AS,53.29182,-3.45482,,,
202006.0,W00119,,KNOX ROAD,CARDIFF,,,CF24 0UG,51.48,-3.18,,,
202006.0,W00120,,200 OYSTERMOUTH ROAD,SWANSEA,,,SA1 3SR,51.63398,-3.94848,,,
202006.0,W00121,,HEOL HOPCYN JOHN,BRIDGEND,,,CF35 6AP,51.518684615384615,-3.5275461538461537,,,
202006.0,W00123,,OUT OF HOURS SERVICE,VALE OF GLAMORGAN,BARRY LEISURE CENTRE,BARRY,CF63 4RU,51.4172,-3.2614,,,
202006.0,W93024,,OAK STREET SURGERY,OAK STREET,CWMBRAN,GWENT,NP44 3LT,51.65070000000001,-3.0178,,,
202006.0,W98029,,SWAY RD SURGERY,65 SWAY ROAD,MORRISTON SWANSEA,WEST GLAMORGAN,SA6 6JA,51.6766,-3.9147,,,
202006.0,W97038,,COWBRIDGE & VALE MEDICAL PRACT,COWBRIDGE HEALTH CENTRE,THE BROAD SHROAD COWBRIDGE,VALE OF GLAMORGAN,CF71 7DA,51.45726086956522,-3.472304347826087,,,
202006.0,W00054,,WEST QUAY MEDICAL CENTRE,HOOD ROAD,BARRY,SOUTH GLAMORGAN,CF62 5QN,51.4027,-3.37145,,,
202006.0,W00125,,OUT OF HOURS SERVICE,CARDIFF ROYAL INFIRMARY,LONGCROSS STREET,CARDIFF,CF24 0SZ,51.48,-3.18,,,
202006.0,W00060,,SMS ANGLESEY,ISCRAIG CLINIC,LON NEWYDD LLANGEFNI,YNYS MON,LL77 7PS,53.27263333333334,-4.3066,,,
202006.0,W95049,,NANTGARW ROAD MEDICAL CENTRE,4 BEDDAU WAY,CAERPHILLY,,CF83 2AX,51.59288333333333,-3.2333833333333337,,,
202006.0,W96446,,KALEIDISCOPE,SEVERN HOUSE,SEVERN SQUARE,NEWTOWN POWYS,SY16 2AG,52.50787647058824,-3.3015823529411765,,,
202006.0,W93012,,PONTLLANFRAITH HEALTH CENTRE,BLACKWOOD ROAD,PONTLLANFRAITH BLACKWOOD,GWENT,NP12 2YU,51.6678,-3.2075,,,
202006.0,W95038,,PENRHIWCEIBER MEDICAL CENTRE,PENRHIWCEIBER ROAD,MOUNTAIN ASH RHONDDA CYNON TAF,MID GLAMORGAN,CF45 3SQ,51.66452,-3.3537,,,
202006.0,W95039,,PANT SURGERY,57 ABERDARE ROAD,CWMBACH ABERDARE,MID GLAMORGAN,CF44 0HL,51.7327125,-3.48293125,,,
202006.0,W95045,,TONYPANDY HEALTH CENTRE,DE WINTON FIELD,TONYPANDY,MID GLAMORGAN,CF40 2LE,51.627316666666665,-3.461883333333333,,,
202006.0,W95047,,PARC SURGERY,WINDSOR STREET,TRECYNON ABERDARE,MID GLAMORGAN,CF44 8LL,51.7327125,-3.48293125,,,
202006.0,W95054,,FOREST VIEW MEDICAL CENTRE,ABERGORKI INDUSTRIAL ESTATE,TREORCHY RHONDDA,MID GLAMORGAN,CF42 6DL,51.66798333333333,-3.5247833333333336,,,
202006.0,W97066,,THE FAMILY PRACTICE,75 CARDIFF ROAD,DINAS POWYS VALE OF GLAMORGAN,SOUTH GLAMORGAN,CF64 4JT,51.42878,-3.21045,,,
202006.0,W97296,,MEDDYGFA CANNA SURGERY,27 WYNDHAM CRESCENT,CANTON CARDIFF,SOUTH GLAMORGAN,CF11 9EE,51.48,-3.18,,,
202006.0,W97299,,CLARE ROAD MEDICAL CENTRE,148 CLARE ROAD,GRANGETOWN CARDIFF,SOUTH GLAMORGAN,CF11 6RW,51.48,-3.18,,,
202006.0,W92003,,MEDDYGFA MINAFON,KIDWELLY,CARMARTHENSHIRE,DYFED,SA17 4UL,51.761464705882354,-4.278270588235294,,,
202006.0,W00067,,ARGYLE MEDICAL GROUP,ARGYLE STREET,PEMBROKE DOCK,PEMBROKESHIRE DYFED,SA72 6HL,51.69333333333333,-4.921600000000001,,,
202006.0,W95063,,HEATHBRIDGE HOUSE,1A PISGAH STREET,KENFIG HILL BRIDGEND,MID GLAMORGAN,CF33 6BY,51.52158333333333,-3.697183333333333,,,
202006.0,W94005,,MEDDYGFA,FFORDD GETHIN PENTRE DU,BETWS Y COED,ABERCONWY,LL24 0BP,53.09246666666667,-3.80145,,,
202006.0,W00065,,UWCHALED MEDICAL PRACTICE,MEDDYGFA,CERRIGYDRUDION NR CORWEN,CONWY,LL21 9UB,52.975585714285714,-3.389057142857143,,,
202006.0,W98006,,CASTLE SURGERY,1 PRINCE OF WALES DRIVE,NEATH PORT TALBOT,WEST GLAMORGAN,SA11 3EW,51.70800714285714,-3.694407142857143,,,
202006.0,W98010,,SKEWEN MEDICAL CENTRE,QUEENS ROAD,SKEWEN  NEATH PORT TALBOT,WEST GLAMORGAN,SA10 6UH,51.71421818181818,-3.720372727272728,,,
202006.0,W98036,,VICTORIA GARDENS SURGERY,VICTORIA GARDENS,NEATH PORT TALBOT,WEST GLAMORGAN,SA11 1HW,51.70800714285714,-3.694407142857143,,,
202006.0,W98038,,BRITON FERRY HEALTH CENTRE,HUNTER STREET,BRITON FERRY NEATH PORT TALBOT,WEST GLAMORGAN,SA11 2SF,51.70800714285714,-3.694407142857143,,,
202006.0,W98045,,GOWER MEDICAL PRACTICE,MONKSLAND ROAD,SCURLAGE REYNOLDSTON,SWANSEA,SA3 1AY,51.59142222222222,-4.136385185185185,,,
202006.0,W93061,,THE ROGERSTONE PRACTICE,CHAPELWOOD PRIMARY CARE CENTRE,WESTERN VALLEY RD ROGERSTONE,NEWPORT GWENT,NP10 9DU,51.5877,-2.9984,,,
202006.0,W97001,,WEST QUAY MEDICAL CENTRE,HOOD ROAD,BARRY,SOUTH GLAMORGAN,CF62 5QN,51.4027,-3.37145,,,
202006.0,W97048,,FOUR ELMS MEDICAL CENTRE,STIRLING CLOSE,FFORDD PENGAM PENGAM GREEN,CARDIFF,CF24 2HB,51.48,-3.18,,,
202006.0,W00037,,ABMU GP OOH SERVICE,C/O THE GROVE MEDICAL CENTRE,6 UPLANDS TERRACE,SWANSEA,SA2 0GU,51.61628,-4.04254,,,
202006.0,W00056,,DERMATOLOGY CLINIC,BORTH SURGERY,HIGH STREET,BORTH,SY24 5JE,52.4732875,-4.028475,,,
202006.0,W92050,,ST PETER'S SURGERY,ST PETER'S STREET,CARMARTHEN CARMARTHENSHIRE,DYFED,SA31 1AH,51.85391,-4.30209,,,
202006.0,W00102,,ALTERNATIVE PRIMARY HEALTHCARE,PONT NEWYDD MEDICAL CENTRE,ABERRHONDDA ROAD PORTH,RHONDDA CYNON TAFF,CF39 0LD,51.5988125,-3.447975,,,
202006.0,W96445,,KALEIDOSCOPE THE MANSE,47 COMMERCIAL STREET,YSTRADGYNLAIS,POWYS,SA9 1JH,51.781353333333335,-3.760806666666667,,,
202006.0,W94010,,BODNANT SURGERY,MENAI AVENUE,BANGOR,GWYNEDD,LL57 2HH,53.203925000000005,-4.106675,,,
202006.0,W97061,,GRANGE MEDICAL PRACTICE,BISHOP STREET,GRANGETOWN,CARDIFF,CF11 6PG,51.48,-3.18,,,
202006.0,W92008,,BARLOW HOUSE SURGERY,MANCHESTER SQUARE HEALTHCENTRE,MANCHESTER SQUARE,MILFORD HAVEN,SA73 2JW,51.71983571428572,-4.983364285714286,,,
202006.0,W00135,,Continence Service,Montgomery County Infirmary,Llanfair Road  Newtown,POWYS,SY16 2DW,52.50787647058824,-3.3015823529411765,,,
202006.0,W00137,,Continence Service,Montgomery County Infirmary,Llanfair Road  Newtown,POWYS,SY16 2DW,52.50787647058824,-3.3015823529411765,,,
202006.0,W93033,,OLD STATION SURGERY,BRECON ROAD,ABERGAVENNY,GWENT,NP7 5UH,51.85129210526316,-3.0386236842105263,,,
202006.0,W93054,,ST DAVID'S CLINIC,BELLEVUE TERRACE,NEWPORT,GWENT,NP20 2LB,51.5877,-2.9984,,,
202006.0,W93056,,CHURCHWOOD SURGERY,PONTYPOOL MEDICAL CENTRE,OFF TOWN BRIDGE PONTYPOOL,GWENT,NP4 6DH,51.718515789473685,-3.030521052631579,,,
202006.0,W93614,,PENGAM HEALTH CENTRE,GLAN YR AFON LANE,FLEUR DE LIS BLACKWOOD,GWENT,NP12 3WA,51.6678,-3.2075,,,
202006.0,W93623,,PEN-Y-CAE SURGERY,THE HEALTH CENTRE,BRIDGE STREET EBBW VALE,GWENT,NP23 6EY,51.7771,-3.2079,,,
202006.0,W95068,,BRYNTIRION SURGERY,WEST STREET,BARGOED,MID GLAMORGAN,CF81 8SA,51.710483333333336,-3.265,,,
202006.0,W97015,,NORTH CARDIFF MEDICAL CENTRE,EXCALIBUR DRIVE,THORNHILL CARDIFF,SOUTH GLAMORGAN,CF14 9BB,51.5199,-3.204,,,
202006.0,W97032,,THE WATERFRONT MEDICAL CENTRE,HEOL Y LLONGAU,BARRY VALE OF GLAMORGAN,SOUTH GLAMORGAN,CF63 4AR,51.4172,-3.2614,,,
202006.0,W97059,,MEDDYGFA LLWYNCELYN PRACTICE,PARK ROAD SURGERY PARK ROAD,WHITCHURCH CARDIFF,SOUTH GLAMORGAN,CF14 7EZ,51.5199,-3.204,,,
202006.0,W97060,,CLIFTON SURGERY,151-153 NEWPORT ROAD,ROATH CARDIFF,SOUTH GLAMORGAN,CF24 1AG,51.48,-3.18,,,
202006.0,W96004,,WYLCWM STREET SURGERY,WYLCWM STREET,KNIGHTON,POWYS,LD7 1AD,52.38221764705882,-3.0686,,,
202006.0,W92002,,SAINT THOMAS SURGERY,RIFLEMAN LANE,SAINT THOMAS GREEN,HAVERFORDWEST  PEMBROKESHIRE,SA61 1QX,51.8017,-4.9691,,,
202006.0,W92051,,MEDDYGFA PENYGROES,BRIDGE STREET,PENYGROES LLANELLI,CARMARTHENSHIRE DYFED,SA14 7RP,51.76378235294118,-4.089482352941177,,,
202006.0,W92052,,TY ELLI GROUP PRACTICE,TY ELLI SURGERY,VAUXHALL LLANELLI,CARMARTHENSHIRE DYFED,SA15 3BD,51.74003,-4.187250000000001,,,
202006.0,W91036,,SHOTTON LANE SURGERY,38 SHOTTON LANE,SHOTTON DEESIDE,FLINTSHIRE,CH5 1QT,53.19930000000001,-3.03614,,,
202006.0,W94001,,MOSTYN HOUSE MEDICAL PRACTICE,MOSTYN BROADWAY,LLANDUDNO,CONWY,LL30 1YL,53.325,-3.8315,,,
202006.0,W94014,,LONGFORD HOUSE SURGERY,LONGFORD ROAD,HOLYHEAD,YNYS MON,LL65 1TR,53.28968620689656,-4.534455172413793,,,
202006.0,W00126,,CRI GWENT DRR,35 GODFREY ROAD,NEWPORT,,NP20 4PE,51.5877,-2.9984,,,
202006.0,W95023,,PRACTICE 1,KEIR HARDIE HEALTH PARK,ABERDARE ROAD,MERTHYR TYDFIL,CF48 1BZ,51.73028000000001,-3.37198,,,
202006.0,W95005,,PRACTICE 3,KEIR HARDIE HEALTH PARK,ABERDARE ROAD,MERTHYR TYDFIL,CF48 1BZ,51.73028000000001,-3.37198,,,
202006.0,W95647,,PRACTICE 2,KEIR HARDIE HEALTH PARK,ABERDARE ROAD,MERTHYR TYDFIL,CF48 1BZ,51.73028000000001,-3.37198,,,
202006.0,W93007,,CWM CALON,THE BRIDGE CENTRE,FOUNDRY BRIDGE,ABERTILLERY,NP13 1BQ,51.7298,-3.1343,,,
202006.0,W00115,,TREM Y MOR,BETTWS ROAD,BETTWS,BRIDGEND,CF32 8UN,51.536704166666674,-3.5931333333333337,,,
202006.0,W92045,,BRO PEDR MEDICAL GROUP,BRYNMEDDYG SURGERY,LLANYBYDDER,CARMARTHENSHIRE,SA40 9RN,52.08593636363637,-4.175609090909092,,,
202006.0,W92039,,BRO PEDR MEDICAL GROUP,TALIESYN SURGERY,TALIESYN COURT,LAMPETER ,SA48 7AA,52.154116,-4.1118,,,
202006.0,W00118,,USK and PRESCOED,COEDYPAEN,PONTYPOOL,,NP4 0TB,51.718515789473685,-3.030521052631579,,,
202006.0,W92054,,OXFORD STREET SURGERY,ABERAERON,CEREDIGION,DYFED,SA46 0JB,52.2425,-4.2587,,,
202006.0,W00141,,ROSEDALE MEDICAL PRACTICE,PORT TALBOT RESOURCE CENTRE,MOOR ROAD,PORT TALBOT,SA12 7BJ,51.61181666666667,-3.7703,,,
202006.0,W00019,,NORTH WALES GP OOH SERVICE,Deeside Community Hospital,Plough Lane,SHOTTON    FLINTSHIRE,CH5 1XS,53.19930000000001,-3.03614,,,
202006.0,W00084,,North Wales GP OOH Service,Wrexham Maelor Hospital,Croesnewydd Road,WREXHAM    ,LL13 7TD,52.9917619047619,-2.9116809523809524,,,
202006.0,W95089,,WHITE ROSE MEDICAL CENTRE,WHITE ROSE WAY,NEW TREDEGAR,GWENT,NP24 6EE,51.7205,-3.2413,,,
202006.0,W95021,,WHITE ROSE MEDICAL CENTRE,WHITE ROSE WAY,NEW TREDEGAR,GWENT,NP24 6EE,51.7205,-3.2413,,,
202006.0,W92441,,PEMBROKE DRS ON CALL,LAW ST SURGERY,49-53 LAW STREET,PEMBROKE DOCK,SA72 6DJ,51.69333333333333,-4.921600000000001,,,
202006.0,W94637,,ST DAVIDS HOSPICE,ABBEY ROAD,LLANDUDNO,CONWY,LL30 2EN,53.325,-3.8315,,,
202006.0,W91051,,QUEENSFERRY MEDICAL PRACTICE,PIERCE STREET,QUEENSFERRY,FLINTSHIRE,CH5 1SY,53.19930000000001,-3.03614,,,
202006.0,W91634,,12 HIGH STREET,CAERGWRLE,,FLINTSHIRE,LL12 9ET,53.104020000000006,-3.0036,,,
202006.0,W98790,,SWANSEA ASYLUM SEEKERS HEALTH,CENTRAL CLINIC,21 ORCHARD STREET,SWANSEA,SA1 5BE,51.63398,-3.94848,,,
202006.0,W00003,,VOG LHB,2 STANWELL ROAD,PENARTH,VALE OF GLAMORGAN,CF64 2AA,51.42878,-3.21045,,,
202006.0,W00006,,BETTWS HEALTH CENTRE,MONNOW WAY,BETTWS,NEWPORT,NP20 7TD,51.5877,-2.9984,,,
202006.0,W00008,,CLWYDIAN HOUSE,ARCHIMEDES CENTRE,WREXHAM,MOLD FLINTSHIRE,LL13 7YP,52.9917619047619,-2.9116809523809524,,,
202006.0,W00014,,MOUNTAIN ASH HOSPITAL,DUFFRYN ROAD,MOUNTAIN ASH,MID GLAMORGAN,CF45 4DE,51.66452,-3.3537,,,
202006.0,W00015,,LHB HEADQUARTERS,MANSION HOUSE,BRONLLYS,BRECON POWYS,LD3 0LS,51.99435362318841,-3.411075362318841,,,
202006.0,W93044,,THE RUGBY SURGERY,5 KELVEDON STREET,NEWPORT,GWENT,NP19 0DW,51.5888,-2.9638,,,
202006.0,W00004,,North Court,David Street,Bridgend Ind Estate,Bridgend,CF31 3TP,51.507666666666665,-3.577733333333333,,,
202006.0,W91032,,ALLT GOCH MEDICAL CENTRE,LON Y BECWS,FLINT,FLINTSHIRE,CH6 5UZ,53.255125,-3.1489,,,
202006.0,W00018,,MONMOUTH LHB,CHEPSTOW COMMUNITY HOSPITAL,TEMPEST WAY,CHEPSTOW,NP16 5YX,51.6409,-2.6768,,,
202006.0,W00028,,MEMETZ WARD,CARDIFF ROYAL INFIRMARY,NEWPORT ROAD,CARDIFF,CF24 0SZ,51.48,-3.18,,,
202006.0,W00032,,C & D OOH Centre,Glan Clwyd Hospital,Bodelwyddan  Rhyl,DENBIGHSHIRE,LL18 5UJ,53.29182,-3.45482,,,
202006.0,W00033,,ERYLDON,CAMPBELL ROAD,CAERNARFON,GWYNEDD,LL55 1HU,53.12915357142857,-4.195053571428572,,,
202006.0,W00040,,THYSSEN HOUSE,HEOL Y BWLCH  BYNEA,LLANELLI,CARMARTHENSHIRE,SA14 9SU,51.76378235294118,-4.089482352941177,,,
202006.0,W97297,,CARDIFF SAFEHAVEN,MAMETZ WARD  C. R. I.,LONGCROSS STREET,CARDIFF,CF24 0SZ,51.48,-3.18,,,
